id_client,provincia,familia,segment_client,share_of_wallet_12m,dies_sense_compra,cicle_habitual_dies,potencial_anual_eur,z_score_retard,genera_alerta,tipus_alerta,impacte_recuperable_eur,urgencia,motiu_explicat
1000100003,Alicante,Anestesia,perdut,0.629,320,,2223.12,,False,,,,
1000100006,Zaragoza,Bioseguridad,perdut,0.667,257,,1086.44,,False,,,,
1000100007,Alicante,Anestesia,perdut,0.638,332,,2223.12,,False,,,,
1000100011,Valencia,Anestesia,perdut,0.39,105,,3410.04,,False,,,,
1000100011,Valencia,Bioseguridad,perdut,0.0,595,,1667.34,,False,,,,
1000100015,Zaragoza,Anestesia,perdut,0.278,227,,2223.12,,False,,,,
1000100015,Zaragoza,Bioseguridad,marginal,0.0,1013,,1086.44,,False,,,,
1000100018,Huesca,Anestesia,fidel,0.983,48,188.7,3410.04,-1.12,False,,,,
1000100018,Huesca,Bioseguridad,perdut,0.0,446,,1667.34,,False,,,,
1000100020,Zaragoza,Anestesia,promiscu,0.398,52,207.1,2223.12,-1.26,False,,,,
1000100020,Zaragoza,Bioseguridad,marginal,0.0,488,,1086.44,,False,,,,
1000100022,Alicante,Anestesia,perdut,0.711,96,,2223.12,,False,,,,
1000100022,Alicante,Bioseguridad,perdut,0.0,376,,1086.44,,False,,,,
1000100024,Valencia,Anestesia,fidel,1.183,40,88.1,2223.12,-1.82,False,,,,
1000100024,Valencia,Bioseguridad,perdut,0.183,138,,1086.44,,False,,,,
1000100031,Valencia,Anestesia,perdut,0.0,1175,,1802.36,,False,,,,
1000100034,Valencia,Anestesia,perdut,0.12,105,,2223.12,,False,,,,
1000100035,Zaragoza,Anestesia,perdut,0.737,189,,1802.36,,False,,,,
1000100035,Zaragoza,Bioseguridad,perdut,0.599,189,,879.2,,False,,,,
1000100037,Alicante,Anestesia,perdut,0.438,140,,3410.04,,False,,,,
1000100043,Valencia,Anestesia,perdut,0.0,1172,,2223.12,,False,,,,
1000100043,Valencia,Bioseguridad,marginal,0.0,881,,1086.44,,False,,,,
1000100053,Valencia,Anestesia,perdut,0.0,1183,,2223.12,,False,,,,
1000100053,Valencia,Bioseguridad,perdut,0.0,1183,,1086.44,,False,,,,
1000100055,Teruel,Anestesia,promiscu,0.648,34,70.3,2223.12,-1.35,False,,,,
1000100055,Teruel,Bioseguridad,marginal,0.0,824,,1086.44,,False,,,,
1000100056,Teruel,Anestesia,marginal,0.0,931,,2223.12,,False,,,,
1000100056,Teruel,Bioseguridad,perdut,0.0,931,,1086.44,,False,,,,
1000100057,Zaragoza,Anestesia,perdut,0.0,1068,,3410.04,,False,,,,
1000100058,Zaragoza,Anestesia,fidel,2.314,19,41.8,2223.12,-0.6,False,,,,
1000100058,Zaragoza,Bioseguridad,fidel,1.842,19,167.3,1086.44,-0.9,False,,,,
1000100060,Valencia,Anestesia,perdut,0.0,1158,,2223.12,,False,,,,
1000100061,Zaragoza,Anestesia,perdut,0.266,264,,2223.12,,False,,,,
1000100062,Alicante,Anestesia,perdut,0.0,1152,,2223.12,,False,,,,
1000100069,Alicante,Anestesia,promiscu,0.398,13,318.7,2223.12,-1.5,False,,,,
1000100069,Alicante,Bioseguridad,promiscu,0.298,40,216.6,1086.44,-0.92,False,,,,
1000100071,Zaragoza,Anestesia,perdut,0.0,1042,,3410.04,,False,,,,
1000100072,Valencia,Anestesia,promiscu,0.386,55,59.4,3410.04,-0.07,False,,,,
1000100072,Valencia,Bioseguridad,promiscu,0.649,55,133.8,1667.34,-0.7,False,,,,
1000100076,La Rioja,Anestesia,fidel,1.191,46,70.5,3410.04,-0.5,False,,,,
1000100077,Barcelona,Anestesia,fidel,1.078,48,148.0,1802.36,-0.72,False,,,,
1000100078,Tarragona,Anestesia,perdut,0.173,157,,3410.04,,False,,,,
1000100085,Sevilla,Anestesia,fidel,1.067,13,206.0,2223.12,-1.92,False,,,,
1000100087,Madrid,Anestesia,perdut,0.345,290,,3410.04,,False,,,,
1000100088,Albacete,Bioseguridad,perdut,0.146,340,,1086.44,,False,,,,
1000100089,Sta.Cruz Tenerife,Anestesia,perdut,0.789,102,,4546.72,,False,,,,
1000100090,Barcelona,Anestesia,marginal,0.234,28,,2223.12,,False,,,,
1000100091,Sevilla,Anestesia,perdut,0.0,907,,3410.04,,False,,,,
1000100096,Barcelona,Anestesia,marginal,0.0,1071,,1802.36,,False,,,,
1000100103,Barcelona,Anestesia,perdut,0.194,123,,2223.12,,False,,,,
1000100112,Madrid,Anestesia,perdut,0.319,229,,2223.12,,False,,,,
1000100114,Alicante,Anestesia,perdut,0.624,248,,3410.04,,False,,,,
1000100115,Valladolid,Bioseguridad,perdut,0.0,619,,1667.34,,False,,,,
1000100116,Lleida,Anestesia,marginal,0.0,1062,,4546.72,,False,,,,
1000100120,Murcia,Anestesia,fidel,1.132,13,116.6,2223.12,-2.51,False,,,,
1000100123,Asturias,Anestesia,perdut,0.348,293,,2223.12,,False,,,,
1000100125,Córdoba,Anestesia,perdut,0.039,101,,17050.2,,False,,,,
1000100128,Cádiz,Anestesia,perdut,0.245,263,,4546.72,,False,,,,
1000100129,Madrid,Anestesia,promiscu,0.478,53,501.5,2223.12,-1.95,False,,,,
1000100130,Asturias,Anestesia,perdut,0.797,279,,2223.12,,False,,,,
1000100131,Madrid,Anestesia,perdut,0.266,228,,2223.12,,False,,,,
1000100131,Madrid,Bioseguridad,fidel,1.479,81,126.3,1086.44,-0.52,False,,,,
1000100137,Las Palmas,Anestesia,fidel,1.238,11,64.9,4546.72,-1.8,False,,,,
1000100138,Murcia,Anestesia,perdut,0.266,276,,2223.12,,False,,,,
1000100139,Girona,Anestesia,perdut,0.218,96,,2223.12,,False,,,,
1000100141,Vizcaya,Anestesia,promiscu,0.553,55,168.0,5683.4,-3.56,False,,,,
1000100142,León,Anestesia,perdut,0.659,129,,2223.12,,False,,,,
1000100143,Pontevedra,Anestesia,perdut,0.252,291,,1802.36,,False,,,,
1000100145,Sevilla,Anestesia,perdut,0.794,269,,3410.04,,False,,,,
1000100146,Sta.Cruz Tenerife,Anestesia,en_risc,0.817,88,119.8,2223.12,-0.34,True,caiguda_share,407.59,mitja,"Client en_risc de Anestesia (Share 12m: 82%). El seu cicle de compra és de 120 dies. Porta 88 dies sense comprar (-32 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000100149,Valencia,Anestesia,promiscu,0.504,28,125.8,4546.72,-2.08,False,,,,
1000100152,Vizcaya,Anestesia,marginal,0.0,1041,,2223.12,,False,,,,
1000100154,A Coruña,Anestesia,perdut,0.24,277,,2223.12,,False,,,,
1000100154,A Coruña,Bioseguridad,promiscu,0.706,39,501.0,1086.44,-1.24,False,,,,
1000100155,Tarragona,Anestesia,marginal,0.205,19,,2223.12,,False,,,,
1000100157,Valencia,Anestesia,perdut,0.398,206,,2223.12,,False,,,,
1000100157,Valencia,Bioseguridad,perdut,0.0,392,,1086.44,,False,,,,
1000100158,Madrid,Anestesia,marginal,0.213,46,,2223.12,,False,,,,
1000100159,Sta.Cruz Tenerife,Anestesia,perdut,0.0,447,,2223.12,,False,,,,
1000100160,Barcelona,Anestesia,perdut,0.16,103,,4546.72,,False,,,,
1000100163,Zaragoza,Anestesia,en_risc,0.33,82,84.3,2223.12,-0.04,True,caiguda_share,1490.26,mitja,"Client en_risc de Anestesia (Share 12m: 33%). El seu cicle de compra és de 84 dies. Porta 82 dies sense comprar (-2 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000100163,Zaragoza,Bioseguridad,marginal,0.242,60,,1086.44,,False,,,,
1000100166,Murcia,Anestesia,perdut,0.497,199,,2223.12,,False,,,,
1000100168,Madrid,Anestesia,perdut,0.0,747,,1802.36,,False,,,,
1000100169,Sevilla,Anestesia,perdut,0.378,326,,3410.04,,False,,,,
1000100170,Barcelona,Anestesia,marginal,0.0,1027,,4546.72,,False,,,,
1000100172,Madrid,Anestesia,fidel,1.438,27,100.0,3410.04,-0.54,False,,,,
1000100173,Madrid,Anestesia,perdut,0.522,152,,2223.12,,False,,,,
1000100174,Madrid,Anestesia,perdut,0.173,272,,3410.04,,False,,,,
1000100174,Madrid,Bioseguridad,perdut,0.0,896,,1667.34,,False,,,,
1000100175,Sevilla,Anestesia,perdut,0.0,739,,4546.72,,False,,,,
1000100176,Vizcaya,Anestesia,perdut,0.0,684,,2223.12,,False,,,,
1000100178,Sevilla,Anestesia,perdut,0.377,111,,3410.04,,False,,,,
1000100179,Burgos,Anestesia,perdut,0.631,335,,2223.12,,False,,,,
1000100179,Burgos,Bioseguridad,perdut,0.732,335,,1086.44,,False,,,,
1000100182,Sta.Cruz Tenerife,Anestesia,perdut,0.0,875,,1802.36,,False,,,,
1000100185,Madrid,Anestesia,perdut,0.0,599,,1802.36,,False,,,,
1000100188,Lleida,Anestesia,perdut,0.0,1015,,4546.72,,False,,,,
1000100193,Valladolid,Anestesia,perdut,0.835,96,,3410.04,,False,,,,
1000100196,Valencia,Anestesia,nou,0.13,27,,3410.04,,False,,,,
1000100196,Valencia,Bioseguridad,nou,0.099,27,,1667.34,,False,,,,
1000100197,Barcelona,Anestesia,fidel,1.059,6,91.1,2223.12,-2.24,False,,,,
1000100198,Sevilla,Anestesia,perdut,0.0,427,,2223.12,,False,,,,
1000100200,Alicante,Anestesia,fidel,0.818,34,324.0,3410.04,-1.32,False,,,,
1000100201,Asturias,Anestesia,perdut,0.0,970,,3410.04,,False,,,,
1000100203,Tarragona,Anestesia,perdut,0.0,1006,,2223.12,,False,,,,
1000100203,Tarragona,Bioseguridad,marginal,0.0,1006,,1086.44,,False,,,,
1000100206,Sta.Cruz Tenerife,Anestesia,perdut,0.628,159,,2223.12,,False,,,,
1000100207,Orense,Anestesia,fidel,1.263,6,94.5,2223.12,-1.48,False,,,,
1000100207,Orense,Bioseguridad,fidel,3.099,75,175.2,1086.44,-1.11,False,,,,
1000100210,Madrid,Anestesia,perdut,0.548,313,,1802.36,,False,,,,
1000100210,Madrid,Bioseguridad,perdut,0.452,313,,879.2,,False,,,,
1000100211,Sta.Cruz Tenerife,Anestesia,perdut,0.69,118,,3410.04,,False,,,,
1000100218,Sevilla,Anestesia,perdut,0.0,935,,2223.12,,False,,,,
1000100220,Zaragoza,Anestesia,nou,0.046,70,,3410.04,,False,,,,
1000100221,Barcelona,Anestesia,marginal,0.173,231,,3410.04,,False,,,,
1000100224,Barcelona,Anestesia,marginal,0.242,12,,4546.72,,False,,,,
1000100225,Jaén,Anestesia,promiscu,0.317,68,60.1,2223.12,0.14,True,reposicio_endarrerida,1517.84,mitja,Client promiscu de Anestesia (Share 12m: 32%). El seu cicle de compra és de 60 dies. Porta 68 dies sense comprar (8 dies de coll). 
1000100227,Valladolid,Anestesia,perdut,0.307,262,,4546.72,,False,,,,
1000100230,Valladolid,Anestesia,perdut,0.299,105,,2223.12,,False,,,,
1000100230,Valladolid,Bioseguridad,perdut,0.0,539,,1086.44,,False,,,,
1000100232,Madrid,Anestesia,en_risc,0.467,11,133.0,6820.08,-1.24,True,caiguda_share,3634.15,mitja,"Client en_risc de Anestesia (Share 12m: 47%). El seu cicle de compra és de 133 dies. Porta 11 dies sense comprar (-122 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000100234,Sevilla,Anestesia,perdut,0.2,98,,2223.12,,False,,,,
1000100236,Alicante,Anestesia,perdut,0.136,262,,2223.12,,False,,,,
1000100239,Guadalajara,Anestesia,marginal,0.0,950,,2223.12,,False,,,,
1000100243,Valencia,Anestesia,marginal,0.0,563,,3410.04,,False,,,,
1000100244,Almería,Anestesia,promiscu,0.565,28,468.0,3410.04,-1.14,False,,,,
1000100245,Valladolid,Anestesia,promiscu,0.319,88,,2223.12,,False,,,,
1000100245,Valladolid,Bioseguridad,marginal,0.0,964,,1086.44,,False,,,,
1000100246,Barcelona,Anestesia,fidel,1.652,17,70.8,2223.12,-1.73,False,,,,
1000100246,Barcelona,Bioseguridad,marginal,0.0,777,,1086.44,,False,,,,
1000100247,Vizcaya,Anestesia,perdut,0.0,444,,2223.12,,False,,,,
1000100247,Vizcaya,Bioseguridad,en_risc,0.366,206,,1086.44,,False,,,,
1000100250,Madrid,Anestesia,marginal,0.0,958,,2223.12,,False,,,,
1000100252,Madrid,Anestesia,perdut,0.0,461,,1802.36,,False,,,,
1000100252,Madrid,Bioseguridad,perdut,0.0,559,,879.2,,False,,,,
1000100253,Cádiz,Anestesia,perdut,0.0,566,,3410.04,,False,,,,
1000100253,Cádiz,Bioseguridad,perdut,0.0,382,,1667.34,,False,,,,
1000100254,Málaga,Anestesia,marginal,0.0,934,,3410.04,,False,,,,
1000100256,Sta.Cruz Tenerife,Anestesia,promiscu,0.476,53,451.0,2223.12,-1.0,False,,,,
1000100260,Madrid,Anestesia,perdut,0.13,118,,4546.72,,False,,,,
1000100262,Sevilla,Anestesia,perdut,0.303,122,,4546.72,,False,,,,
1000100263,Teruel,Bioseguridad,marginal,0.0,951,,1667.34,,False,,,,
1000100265,Las Palmas,Anestesia,perdut,0.681,91,,3410.04,,False,,,,
1000100273,Valencia,Anestesia,marginal,0.181,28,,4546.72,,False,,,,
1000100273,Valencia,Bioseguridad,marginal,0.03,28,,2223.12,,False,,,,
1000100274,Sevilla,Anestesia,perdut,0.0,406,,2223.12,,False,,,,
1000100276,Zaragoza,Anestesia,marginal,0.017,54,,3410.04,,False,,,,
1000100276,Zaragoza,Bioseguridad,en_risc,1.155,54,99.0,1667.34,-0.78,True,caiguda_share,0.0,mitja,"Client en_risc de Bioseguridad (Share 12m: 116%). El seu cicle de compra és de 99 dies. Porta 54 dies sense comprar (-45 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000100277,Madrid,Anestesia,promiscu,0.346,56,,3410.04,,False,,,,
1000100279,Valencia,Anestesia,marginal,0.0,943,,3410.04,,False,,,,
1000100281,Sta.Cruz Tenerife,Anestesia,perdut,0.39,94,,3410.04,,False,,,,
1000100283,Sevilla,Anestesia,perdut,0.179,91,,3410.04,,False,,,,
1000100284,Almería,Anestesia,fidel,0.805,55,134.4,3410.04,-0.78,False,,,,
1000100285,Barcelona,Anestesia,perdut,0.0,844,,1802.36,,False,,,,
1000100286,Málaga,Anestesia,perdut,0.354,154,,2223.12,,False,,,,
1000100286,Málaga,Bioseguridad,marginal,0.186,154,,1086.44,,False,,,,
1000100287,Valencia,Anestesia,perdut,0.0,935,,3410.04,,False,,,,
1000100288,Sevilla,Anestesia,fidel,0.976,38,224.5,2223.12,-1.23,False,,,,
1000100289,Valencia,Anestesia,promiscu,0.478,19,458.0,2223.12,-3.65,False,,,,
1000100289,Valencia,Bioseguridad,perdut,0.0,935,,1086.44,,False,,,,
1000100291,Madrid,Anestesia,fidel,0.762,68,216.8,2223.12,-0.95,False,,,,
1000100291,Madrid,Bioseguridad,promiscu,0.597,68,182.5,1086.44,-5.0,False,,,,
1000100292,Valencia,Anestesia,marginal,0.0,572,,2223.12,,False,,,,
1000100298,Sevilla,Anestesia,promiscu,0.574,66,339.5,4546.72,-1.73,False,,,,
1000100299,Almería,Anestesia,marginal,0.218,88,,3410.04,,False,,,,
1000100303,Cáceres,Anestesia,fidel,1.462,53,58.4,2223.12,-0.22,False,,,,
1000100303,Cáceres,Bioseguridad,fidel,3.578,39,66.3,1086.44,-1.04,False,,,,
1000100304,Las Palmas,Anestesia,marginal,0.0,692,,2223.12,,False,,,,
1000100304,Las Palmas,Bioseguridad,perdut,0.0,451,,1086.44,,False,,,,
1000100306,Sevilla,Anestesia,fidel,1.056,7,180.6,3410.04,-3.19,False,,,,
1000100306,Sevilla,Bioseguridad,promiscu,0.486,68,,1667.34,,False,,,,
1000100310,Madrid,Anestesia,perdut,0.0,859,,3410.04,,False,,,,
1000100313,Zaragoza,Anestesia,en_risc,1.034,19,49.4,2223.12,-1.31,True,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 103%). El seu cicle de compra és de 49 dies. Porta 19 dies sense comprar (-30 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000100313,Zaragoza,Bioseguridad,perdut,0.0,459,,1086.44,,False,,,,
1000100316,Madrid,Anestesia,perdut,0.219,307,,2223.12,,False,,,,
1000100316,Madrid,Bioseguridad,perdut,0.369,307,,1086.44,,False,,,,
1000100317,Valencia,Anestesia,perdut,0.0,460,,3410.04,,False,,,,
1000100317,Valencia,Bioseguridad,perdut,0.0,923,,1667.34,,False,,,,
1000100320,Valencia,Anestesia,promiscu,0.614,41,54.6,3410.04,-0.42,False,,,,
1000100321,Badajoz,Anestesia,en_risc,1.3,55,48.1,2223.12,0.41,True,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 130%). El seu cicle de compra és de 48 dies. Porta 55 dies sense comprar (7 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000100321,Badajoz,Bioseguridad,perdut,1.098,119,,1086.44,,False,,,,
1000100324,Valladolid,Bioseguridad,perdut,0.0,476,,1086.44,,False,,,,
1000100326,Cáceres,Anestesia,marginal,0.0,916,,1802.36,,False,,,,
1000100327,Sevilla,Anestesia,perdut,0.623,158,,3410.04,,False,,,,
1000100329,Tarragona,Anestesia,promiscu,0.524,26,296.7,2223.12,-9.33,False,,,,
1000100330,Madrid,Anestesia,perdut,0.0,726,,2223.12,,False,,,,
1000100330,Madrid,Bioseguridad,perdut,0.0,651,,1086.44,,False,,,,
1000100331,Las Palmas,Anestesia,perdut,0.58,343,,2223.12,,False,,,,
1000100331,Las Palmas,Bioseguridad,fidel,3.165,25,73.5,1086.44,-1.2,False,,,,
1000100334,Valladolid,Anestesia,perdut,0.0,699,,1802.36,,False,,,,
1000100337,Málaga,Anestesia,en_risc,0.96,55,77.5,3410.04,-1.11,True,caiguda_share,137.53,mitja,"Client en_risc de Anestesia (Share 12m: 96%). El seu cicle de compra és de 77 dies. Porta 55 dies sense comprar (-22 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000100337,Málaga,Bioseguridad,perdut,0.0,713,,1667.34,,False,,,,
1000100338,Zamora,Anestesia,perdut,0.319,227,,2223.12,,False,,,,
1000100338,Zamora,Bioseguridad,perdut,0.0,574,,1086.44,,False,,,,
1000100339,Madrid,Anestesia,marginal,0.093,81,,2223.12,,False,,,,
1000100352,Barcelona,Anestesia,promiscu,0.598,33,435.0,2223.12,-15.79,False,,,,
1000100357,Pontevedra,Anestesia,marginal,0.0,892,,1802.36,,False,,,,
1000100361,Barcelona,Anestesia,fidel,0.797,76,116.1,2223.12,-1.0,False,,,,
1000100361,Barcelona,Bioseguridad,marginal,0.0,803,,1086.44,,False,,,,
1000100365,Zamora,Anestesia,perdut,0.0,896,,2223.12,,False,,,,
1000100366,Sta.Cruz Tenerife,Anestesia,perdut,0.129,265,,3410.04,,False,,,,
1000100370,Valencia,Anestesia,promiscu,0.471,6,420.0,2223.12,-2.4,False,,,,
1000100371,Zamora,Anestesia,perdut,0.0,887,,3410.04,,False,,,,
1000100373,Almería,Anestesia,perdut,0.157,285,,3410.04,,False,,,,
1000100375,Sta.Cruz Tenerife,Anestesia,marginal,0.0,612,,3410.04,,False,,,,
1000100379,Madrid,Anestesia,perdut,1.733,157,,2223.12,,False,,,,
1000100380,Valencia,Anestesia,perdut,0.598,112,,2223.12,,False,,,,
1000100381,Huelva,Anestesia,perdut,0.0,816,,4546.72,,False,,,,
1000100383,Badajoz,Anestesia,perdut,0.0,483,,1.0,,False,,,,
1000100384,Badajoz,Anestesia,promiscu,0.62,82,384.0,2223.12,-3.88,False,,,,
1000100385,Cuenca,Anestesia,perdut,0.258,335,,2223.12,,False,,,,
1000100387,Murcia,Anestesia,perdut,0.0,392,,3410.04,,False,,,,
1000100388,Vizcaya,Anestesia,promiscu,0.26,26,275.3,3410.04,-3.53,False,,,,
1000100391,Murcia,Bioseguridad,en_risc,1.338,48,83.6,1667.34,-1.43,True,caiguda_share,0.0,mitja,"Client en_risc de Bioseguridad (Share 12m: 134%). El seu cicle de compra és de 84 dies. Porta 48 dies sense comprar (-36 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000100393,Sevilla,Anestesia,promiscu,0.418,45,100.3,4546.72,-1.31,False,,,,
1000100397,Madrid,Anestesia,promiscu,0.288,27,184.0,1802.36,-1.06,False,,,,
1000100397,Madrid,Bioseguridad,perdut,0.0,444,,879.2,,False,,,,
1000100398,Huesca,Anestesia,fidel,0.804,89,151.0,2223.12,-1.07,False,,,,
1000100399,Granada,Anestesia,perdut,0.0,536,,1802.36,,False,,,,
1000100400,Zaragoza,Anestesia,fidel,0.781,74,250.0,3410.04,-4.61,False,,,,
1000100400,Zaragoza,Bioseguridad,perdut,0.0,404,,1667.34,,False,,,,
1000100401,Guadalajara,Anestesia,promiscu,0.307,11,91.2,3410.04,-1.91,False,,,,
1000100403,Zaragoza,Anestesia,promiscu,0.278,33,270.0,2223.12,-3.95,False,,,,
1000100405,Murcia,Anestesia,perdut,0.0,651,,2223.12,,False,,,,
1000100406,Granada,Anestesia,perdut,0.0,831,,1802.36,,False,,,,
1000100410,Pontevedra,Anestesia,promiscu,0.64,61,176.7,2223.12,-1.45,False,,,,
1000100410,Pontevedra,Bioseguridad,marginal,0.128,327,,1086.44,,False,,,,
1000100411,Málaga,Anestesia,fidel,0.79,25,164.2,3410.04,-1.26,False,,,,
1000100416,Toledo,Anestesia,perdut,1.227,187,,2223.12,,False,,,,
1000100416,Toledo,Bioseguridad,perdut,0.366,238,,1086.44,,False,,,,
1000100417,Alicante,Anestesia,perdut,0.0,628,,3410.04,,False,,,,
1000100419,Madrid,Anestesia,marginal,0.063,172,,2223.12,,False,,,,
1000100420,Vizcaya,Anestesia,fidel,0.903,24,132.3,2223.12,-3.35,False,,,,
1000100420,Vizcaya,Bioseguridad,perdut,0.737,266,,1086.44,,False,,,,
1000100424,Asturias,Anestesia,perdut,0.08,206,,2223.12,,False,,,,
1000100425,Madrid,Anestesia,marginal,0.042,28,,3410.04,,False,,,,
1000100427,Madrid,Anestesia,en_risc,1.321,38,59.5,2223.12,-0.67,True,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 132%). El seu cicle de compra és de 60 dies. Porta 38 dies sense comprar (-22 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000100428,Alicante,Bioseguridad,perdut,0.243,234,,1667.34,,False,,,,
1000100429,Madrid,Anestesia,marginal,0.093,70,,2223.12,,False,,,,
1000100431,Valencia,Anestesia,perdut,0.0,447,,2223.12,,False,,,,
1000100431,Valencia,Bioseguridad,perdut,0.0,826,,1086.44,,False,,,,
1000100432,Madrid,Anestesia,perdut,0.318,332,,1802.36,,False,,,,
1000100433,Madrid,Anestesia,fidel,0.893,20,111.1,3410.04,-1.5,False,,,,
1000100433,Madrid,Bioseguridad,marginal,0.0,650,,1667.34,,False,,,,
1000100438,Valladolid,Anestesia,perdut,0.0,823,,3410.04,,False,,,,
1000100439,Madrid,Anestesia,perdut,0.334,234,,3410.04,,False,,,,
1000100439,Madrid,Bioseguridad,marginal,0.0,823,,1667.34,,False,,,,
1000100441,Madrid,Anestesia,perdut,0.266,181,,2223.12,,False,,,,
1000100441,Madrid,Bioseguridad,perdut,0.278,222,,1086.44,,False,,,,
1000100443,Murcia,Anestesia,marginal,0.0,711,,2223.12,,False,,,,
1000100443,Murcia,Bioseguridad,perdut,0.0,818,,1086.44,,False,,,,
1000100444,Jaén,Anestesia,perdut,0.0,816,,1802.36,,False,,,,
1000100447,Asturias,Anestesia,marginal,0.0,774,,2223.12,,False,,,,
1000100448,Sta.Cruz Tenerife,Anestesia,promiscu,0.401,89,157.0,2223.12,-0.81,False,,,,
1000100449,Valencia,Anestesia,marginal,0.159,27,,3410.04,,False,,,,
1000100455,Granada,Anestesia,perdut,0.0,567,,3410.04,,False,,,,
1000100456,Murcia,Anestesia,fidel,1.166,34,111.0,2223.12,-2.32,False,,,,
1000100456,Murcia,Bioseguridad,promiscu,0.616,34,259.0,1086.44,-1.13,False,,,,
1000100458,Almería,Anestesia,perdut,0.39,159,,3410.04,,False,,,,
1000100463,Málaga,Anestesia,promiscu,0.443,28,129.5,2223.12,-1.71,False,,,,
1000100465,Sta.Cruz Tenerife,Anestesia,perdut,0.143,172,,3410.04,,False,,,,
1000100466,Murcia,Anestesia,promiscu,0.37,40,191.2,2223.12,-1.58,False,,,,
1000100466,Murcia,Bioseguridad,en_risc,0.298,159,,1086.44,,False,,,,
1000100467,Valladolid,Bioseguridad,fidel,1.603,39,69.5,2223.12,-1.14,False,,,,
1000100468,Murcia,Anestesia,perdut,0.366,199,,3410.04,,False,,,,
1000100471,Vizcaya,Anestesia,perdut,1.476,143,,2223.12,,False,,,,
1000100471,Vizcaya,Bioseguridad,fidel,1.629,66,200.0,1086.44,-2.11,False,,,,
1000100474,Madrid,Anestesia,perdut,0.0,648,,3410.04,,False,,,,
1000100478,Granada,Anestesia,perdut,0.0,798,,1802.36,,False,,,,
1000100481,Vizcaya,Anestesia,perdut,0.266,97,,2223.12,,False,,,,
1000100481,Vizcaya,Bioseguridad,fidel,1.193,68,,1086.44,,False,,,,
1000100482,Cantabria,Anestesia,perdut,0.0,552,,2223.12,,False,,,,
1000100482,Cantabria,Bioseguridad,perdut,0.0,434,,1086.44,,False,,,,
1000100483,Valencia,Bioseguridad,marginal,0.0,432,,1667.34,,False,,,,
1000100484,Murcia,Anestesia,en_risc,1.204,0,132.7,2223.12,-4.04,True,caiguda_share,0.0,mitja,"Client en_risc de Anestesia (Share 12m: 120%). El seu cicle de compra és de 133 dies. Porta 0 dies sense comprar (-133 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000100485,Barcelona,Anestesia,perdut,0.0,671,,2223.12,,False,,,,
1000100485,Barcelona,Bioseguridad,perdut,0.0,671,,1086.44,,False,,,,
1000100486,Palencia,Anestesia,perdut,0.0,462,,2223.12,,False,,,,
1000100486,Palencia,Bioseguridad,perdut,0.0,626,,1086.44,,False,,,,
1000100492,Madrid,Anestesia,marginal,0.0,784,,1802.36,,False,,,,
1000100493,Asturias,Anestesia,en_risc,0.451,89,87.8,2223.12,0.02,True,caiguda_share,1220.58,mitja,"Client en_risc de Anestesia (Share 12m: 45%). El seu cicle de compra és de 88 dies. Porta 89 dies sense comprar (1 dies de coll). Tenia share alt, però en els últims 3 mesos ha caigut substancialment."
1000100494,Barcelona,Anestesia,fidel,1.996,68,103.1,2223.12,-0.53,False,,,,
1000100495,Madrid,Anestesia,perdut,0.367,116,,3410.04,,False,,,,
1000100497,Madrid,Anestesia,fidel,1.076,49,123.0,2223.12,-0.74,False,,,,
1000100497,Madrid,Bioseguridad,perdut,0.373,327,,1086.44,,False,,,,
1000100498,Vizcaya,Bioseguridad,perdut,0.885,112,,1086.44,,False,,,,
1000100499,Córdoba,Bioseguridad,marginal,0.121,105,,1667.34,,False,,,,
1000100500,Madrid,Anestesia,fidel,1.068,24,381.5,2223.12,-4.32,False,,,,
1000100500,Madrid,Bioseguridad,perdut,0.0,432,,1086.44,,False,,,,
1000100502,Madrid,Anestesia,fidel,0.86,56,104.0,3410.04,-0.86,False,,,,
1000100506,Valencia,Anestesia,promiscu,0.705,11,252.7,3410.04,-4.92,False,,,,
1000100507,Alicante,Anestesia,perdut,0.13,96,,3410.04,,False,,,,
1000100509,Barcelona,Anestesia,marginal,0.031,179,,4546.72,,False,,,,
1000100511,Cáceres,Anestesia,perdut,1328.79,178,,1.0,,False,,,,
1000100512,Alicante,Anestesia,promiscu,0.52,54,,3410.04,,False,,,,
1000100513,Las Palmas,Anestesia,perdut,0.587,181,,4546.72,,False,,,,
1000100515,Barcelona,Anestesia,fidel,2.608,34,57.2,2223.12,-0.6,False,,,,
